candidate,rationale,elapsed_s,project,params_json,native_export_log,name,substrate_h_mm,top_length_mm,top_width_mm,short_wall_width_mm,side_fence_length_mm,side_fence_enabled,feed_from_short_mm,feed_v_mm,feed_pad_radius_mm,port_width_mm,open_lip_height_mm,open_lip_width_mm,ground_radius_mm,total_height_limit_mm,epsr,tan_delta,s_csv,s11_worst_db,s11_worst_freq_ghz,s11_pass,ff_sample_count,all_phi_gain_total_min_dbi,all_phi_gain_total_min_theta_deg,all_phi_gain_total_min_phi_deg,best_270deg_window_start_phi_deg,best_270deg_window_stop_phi_deg,best_270deg_gain_total_min_dbi,best_270deg_gain_total_min_theta_deg,best_270deg_gain_total_min_phi_deg,default_0_270deg_gain_total_min_dbi,default_0_270deg_gain_total_min_theta_deg,default_0_270deg_gain_total_min_phi_deg,gain_pass,candidate_index,match_series_cap_pf,match_series_ind_nh,match_shunt_cap_pf,match_shunt_ind_nh,match_gap_mm,match_island_size_mm,match_series_width_mm,refresh_status,match_shunt_on_load_side,side_fence_start_from_short_mm,open_edge_coupler_length_mm,open_edge_coupler_height_mm,top_slot_start_from_short_mm,top_slot_length_mm,top_slot_width_mm,top_slot_v_offset_mm,edge_slot_start_from_short_mm,edge_slot_length_mm,edge_slot_depth_mm
h7p2_l8p2_w8p0_feed7p80_lim10_lowcost,Use a 7.2 mm plated-edge/via-wall PIFA inside a 10 mm envelope to test the height lever without a separate stamped metal radiator.,102.16703176498413,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\UWB_CH9_D44_THICK_PIFA_SINGLE_ELEMENT_h7p2_l8p2_w8p0_feed7p80_lim10_lowcost.aedt,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_thick_pifa_single_element\UWB_CH9_D44_THICK_PIFA_SINGLE_ELEMENT_h7p2_l8p2_w8p0_feed7p80_lim10_lowcost_params.json,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_thick_pifa_single_element\h7p2_l8p2_w8p0_feed7p80_lim10_lowcost_native_export.log,h7p2_l8p2_w8p0_feed7p80_lim10_lowcost,7.2,8.2,8.0,2.4,4.0,True,7.8,0.0,0.3,0.55,0.0,0.0,21.4,10.0,3.48,0.0037,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_thick_pifa_single_element\h7p2_l8p2_w8p0_feed7p80_lim10_lowcost_native_s_parameters.csv,-1.76762591397652,8.0,False,730,-8.1460756757895,45.0,185.0,265.0,175.0,-4.86317502798296,90.0,175.0,-8.1460756757895,45.0,185.0,True,48,0.0,0.0,0.0,0.0,0.12,0.7,0.34,refreshed,,,,,,,,,,,
h7p2_l8p2_w8p0_sw4p0_fence6p0_feed7p75_lim10_lowcost,"Reinforced-wall version of the 7.2 mm low-cost PIFA, keeping fabrication to copper, via wall, and edge plating.",102.59005403518677,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\UWB_CH9_D44_THICK_PIFA_SINGLE_ELEMENT_h7p2_l8p2_w8p0_sw4p0_fence6p0_feed7p75_lim10_lowcost.aedt,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_thick_pifa_single_element\UWB_CH9_D44_THICK_PIFA_SINGLE_ELEMENT_h7p2_l8p2_w8p0_sw4p0_fence6p0_feed7p75_lim10_lowcost_params.json,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_thick_pifa_single_element\h7p2_l8p2_w8p0_sw4p0_fence6p0_feed7p75_lim10_lowcost_native_export.log,h7p2_l8p2_w8p0_sw4p0_fence6p0_feed7p75_lim10_lowcost,7.2,8.2,8.0,4.0,6.0,True,7.75,0.0,0.3,0.55,0.0,0.0,21.4,10.0,3.48,0.0037,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_thick_pifa_single_element\h7p2_l8p2_w8p0_sw4p0_fence6p0_feed7p75_lim10_lowcost_native_s_parameters.csv,-1.79777577605201,8.0,False,730,-7.43899187827557,45.0,190.0,270.0,180.0,-5.0766193311706,45.0,270.0,-7.43899187827557,45.0,190.0,False,49,0.0,0.0,0.0,0.0,0.12,0.7,0.34,refreshed,,,,,,,,,,,
h8p0_l8p0_w8p0_feed7p60_lim10_lowcost,Upper low-cost envelope check: 8.0 mm thick-board/edge-plated PIFA with no discrete vertical metal arm.,102.28997945785522,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\UWB_CH9_D44_THICK_PIFA_SINGLE_ELEMENT_h8p0_l8p0_w8p0_feed7p60_lim10_lowcost.aedt,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_thick_pifa_single_element\UWB_CH9_D44_THICK_PIFA_SINGLE_ELEMENT_h8p0_l8p0_w8p0_feed7p60_lim10_lowcost_params.json,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_thick_pifa_single_element\h8p0_l8p0_w8p0_feed7p60_lim10_lowcost_native_export.log,h8p0_l8p0_w8p0_feed7p60_lim10_lowcost,8.0,8.0,8.0,2.4,4.0,True,7.6,0.0,0.3,0.55,0.0,0.0,21.4,10.0,3.48,0.0037,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_thick_pifa_single_element\h8p0_l8p0_w8p0_feed7p60_lim10_lowcost_native_s_parameters.csv,-1.32317611434206,8.0,False,730,-6.3527993627793,75.0,245.0,260.0,170.0,-4.78212001659452,90.0,120.0,-6.3527993627793,75.0,245.0,True,50,0.0,0.0,0.0,0.0,0.12,0.7,0.34,refreshed,,,,,,,,,,,
h8p0_l8p0_w8p0_sw4p0_fence6p0_feed7p55_lim10_lowcost,Reinforced return wall on the 8.0 mm low-cost PIFA to recover S11 while testing maximum PCB-only low-elevation gain.,107.30654311180115,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\UWB_CH9_D44_THICK_PIFA_SINGLE_ELEMENT_h8p0_l8p0_w8p0_sw4p0_fence6p0_feed7p55_lim10_lowcost.aedt,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_thick_pifa_single_element\UWB_CH9_D44_THICK_PIFA_SINGLE_ELEMENT_h8p0_l8p0_w8p0_sw4p0_fence6p0_feed7p55_lim10_lowcost_params.json,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_thick_pifa_single_element\h8p0_l8p0_w8p0_sw4p0_fence6p0_feed7p55_lim10_lowcost_native_export.log,h8p0_l8p0_w8p0_sw4p0_fence6p0_feed7p55_lim10_lowcost,8.0,8.0,8.0,4.0,6.0,True,7.55,0.0,0.3,0.55,0.0,0.0,21.4,10.0,3.48,0.0037,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_thick_pifa_single_element\h8p0_l8p0_w8p0_sw4p0_fence6p0_feed7p55_lim10_lowcost_native_s_parameters.csv,-1.20197079803643,8.0,False,730,-5.49443912310623,70.0,245.0,265.0,175.0,-4.76179031802675,90.0,125.0,-5.49443912310623,70.0,245.0,True,51,0.0,0.0,0.0,0.0,0.12,0.7,0.34,refreshed,,,,,,,,,,,
h8p0_l8p0_w8p0_sw4p0_fence6p0_feed7p55_lim10_lowcost_c0p05,Add a very small series capacitor to the best low-cost 8 mm PIFA to see whether a light PCB matching island can recover S11 without hurting low-angle gain.,104.93076705932617,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\UWB_CH9_D44_THICK_PIFA_SINGLE_ELEMENT_h8p0_l8p0_w8p0_sw4p0_fence6p0_feed7p55_lim10_lowcost_c0p05.aedt,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_thick_pifa_single_element\UWB_CH9_D44_THICK_PIFA_SINGLE_ELEMENT_h8p0_l8p0_w8p0_sw4p0_fence6p0_feed7p55_lim10_lowcost_c0p05_params.json,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_thick_pifa_single_element\h8p0_l8p0_w8p0_sw4p0_fence6p0_feed7p55_lim10_lowcost_c0p05_native_export.log,h8p0_l8p0_w8p0_sw4p0_fence6p0_feed7p55_lim10_lowcost_c0p05,8.0,8.0,8.0,4.0,6.0,True,7.55,0.0,0.3,0.55,0.0,0.0,21.4,10.0,3.48,0.0037,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_thick_pifa_single_element\h8p0_l8p0_w8p0_sw4p0_fence6p0_feed7p55_lim10_lowcost_c0p05_native_s_parameters.csv,-1.32512859103284,8.0,False,730,-9.89456623933026,55.0,205.0,215.0,125.0,-5.12705363987045,45.0,320.0,-9.89456623933026,55.0,205.0,False,52,0.05,0.0,0.0,0.0,0.12,0.7,0.34,refreshed,,,,,,,,,,,
h8p0_l8p0_w8p0_sw4p0_fence6p0_feed7p55_lim10_lowcost_c0p09_l10p7,Derived 8 GHz L-match sweep: slightly smaller series capacitor with the shunt inductor held near the impedance-solved value.,110.89034533500671,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\UWB_CH9_D44_THICK_PIFA_SINGLE_ELEMENT_h8p0_l8p0_w8p0_sw4p0_fence6p0_feed7p55_lim10_lowcost_c0p09_l10p7.aedt,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_thick_pifa_single_element\UWB_CH9_D44_THICK_PIFA_SINGLE_ELEMENT_h8p0_l8p0_w8p0_sw4p0_fence6p0_feed7p55_lim10_lowcost_c0p09_l10p7_params.json,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_thick_pifa_single_element\h8p0_l8p0_w8p0_sw4p0_fence6p0_feed7p55_lim10_lowcost_c0p09_l10p7_native_export.log,h8p0_l8p0_w8p0_sw4p0_fence6p0_feed7p55_lim10_lowcost_c0p09_l10p7,8.0,8.0,8.0,4.0,6.0,True,7.55,0.0,0.3,0.55,0.0,0.0,21.4,10.0,3.48,0.0037,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_thick_pifa_single_element\h8p0_l8p0_w8p0_sw4p0_fence6p0_feed7p55_lim10_lowcost_c0p09_l10p7_native_s_parameters.csv,-1.25666988447136,8.0,False,730,-9.70298161577206,50.0,205.0,215.0,125.0,-5.15254114087486,45.0,320.0,-9.70298161577206,50.0,205.0,False,53,0.09,0.0,0.0,10.7,0.12,0.7,0.34,refreshed,,,,,,,,,,,
h8p0_l8p0_w8p0_sw4p0_fence6p0_feed7p55_lim10_lowcost_c0p11_l10p7,Center the low-cost match on the solved 8 GHz series-C/shunt-L point from the exported port impedance.,112.2277398109436,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\UWB_CH9_D44_THICK_PIFA_SINGLE_ELEMENT_h8p0_l8p0_w8p0_sw4p0_fence6p0_feed7p55_lim10_lowcost_c0p11_l10p7.aedt,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_thick_pifa_single_element\UWB_CH9_D44_THICK_PIFA_SINGLE_ELEMENT_h8p0_l8p0_w8p0_sw4p0_fence6p0_feed7p55_lim10_lowcost_c0p11_l10p7_params.json,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_thick_pifa_single_element\h8p0_l8p0_w8p0_sw4p0_fence6p0_feed7p55_lim10_lowcost_c0p11_l10p7_native_export.log,h8p0_l8p0_w8p0_sw4p0_fence6p0_feed7p55_lim10_lowcost_c0p11_l10p7,8.0,8.0,8.0,4.0,6.0,True,7.55,0.0,0.3,0.55,0.0,0.0,21.4,10.0,3.48,0.0037,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_thick_pifa_single_element\h8p0_l8p0_w8p0_sw4p0_fence6p0_feed7p55_lim10_lowcost_c0p11_l10p7_native_s_parameters.csv,-1.25666988447141,8.0,False,730,-9.70298161577221,50.0,205.0,215.0,125.0,-5.15254114087501,45.0,320.0,-9.70298161577221,50.0,205.0,False,54,0.11,0.0,0.0,10.7,0.12,0.7,0.34,refreshed,,,,,,,,,,,
h8p0_l8p0_w8p0_sw4p0_fence6p0_feed7p55_lim10_lowcost_c0p13_l10p7,Push the series capacitor slightly higher while keeping the shunt inductor fixed to see whether the 8 GHz match is under- or over-corrected.,115.6381573677063,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\UWB_CH9_D44_THICK_PIFA_SINGLE_ELEMENT_h8p0_l8p0_w8p0_sw4p0_fence6p0_feed7p55_lim10_lowcost_c0p13_l10p7.aedt,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_thick_pifa_single_element\UWB_CH9_D44_THICK_PIFA_SINGLE_ELEMENT_h8p0_l8p0_w8p0_sw4p0_fence6p0_feed7p55_lim10_lowcost_c0p13_l10p7_params.json,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_thick_pifa_single_element\h8p0_l8p0_w8p0_sw4p0_fence6p0_feed7p55_lim10_lowcost_c0p13_l10p7_native_export.log,h8p0_l8p0_w8p0_sw4p0_fence6p0_feed7p55_lim10_lowcost_c0p13_l10p7,8.0,8.0,8.0,4.0,6.0,True,7.55,0.0,0.3,0.55,0.0,0.0,21.4,10.0,3.48,0.0037,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_thick_pifa_single_element\h8p0_l8p0_w8p0_sw4p0_fence6p0_feed7p55_lim10_lowcost_c0p13_l10p7_native_s_parameters.csv,-1.25666988447139,8.0,False,730,-9.70298161577215,50.0,205.0,215.0,125.0,-5.15254114087496,45.0,320.0,-9.70298161577215,50.0,205.0,False,55,0.13,0.0,0.0,10.7,0.12,0.7,0.34,refreshed,,,,,,,,,,,
h8p0_l8p0_w8p0_sw4p0_fence6p0_feed7p55_lim10_lowcost_c0p11_l9p0,Hold the series capacitor near the solved point but lower the shunt inductance to bracket the transformed resistance side.,109.58908295631409,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\UWB_CH9_D44_THICK_PIFA_SINGLE_ELEMENT_h8p0_l8p0_w8p0_sw4p0_fence6p0_feed7p55_lim10_lowcost_c0p11_l9p0.aedt,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_thick_pifa_single_element\UWB_CH9_D44_THICK_PIFA_SINGLE_ELEMENT_h8p0_l8p0_w8p0_sw4p0_fence6p0_feed7p55_lim10_lowcost_c0p11_l9p0_params.json,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_thick_pifa_single_element\h8p0_l8p0_w8p0_sw4p0_fence6p0_feed7p55_lim10_lowcost_c0p11_l9p0_native_export.log,h8p0_l8p0_w8p0_sw4p0_fence6p0_feed7p55_lim10_lowcost_c0p11_l9p0,8.0,8.0,8.0,4.0,6.0,True,7.55,0.0,0.3,0.55,0.0,0.0,21.4,10.0,3.48,0.0037,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_thick_pifa_single_element\h8p0_l8p0_w8p0_sw4p0_fence6p0_feed7p55_lim10_lowcost_c0p11_l9p0_native_s_parameters.csv,-1.25666988447142,8.0,False,730,-9.70298161577226,50.0,205.0,215.0,125.0,-5.15254114087506,45.0,320.0,-9.70298161577226,50.0,205.0,False,56,0.11,0.0,0.0,9.0,0.12,0.7,0.34,refreshed,,,,,,,,,,,
h8p0_l8p0_w8p0_sw4p0_fence6p0_feed7p55_lim10_lowcost_c0p11_l12p5,Hold the series capacitor near the solved point but raise the shunt inductance to bracket the weaker-coupling side.,109.02803182601929,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\UWB_CH9_D44_THICK_PIFA_SINGLE_ELEMENT_h8p0_l8p0_w8p0_sw4p0_fence6p0_feed7p55_lim10_lowcost_c0p11_l12p5.aedt,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_thick_pifa_single_element\UWB_CH9_D44_THICK_PIFA_SINGLE_ELEMENT_h8p0_l8p0_w8p0_sw4p0_fence6p0_feed7p55_lim10_lowcost_c0p11_l12p5_params.json,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_thick_pifa_single_element\h8p0_l8p0_w8p0_sw4p0_fence6p0_feed7p55_lim10_lowcost_c0p11_l12p5_native_export.log,h8p0_l8p0_w8p0_sw4p0_fence6p0_feed7p55_lim10_lowcost_c0p11_l12p5,8.0,8.0,8.0,4.0,6.0,True,7.55,0.0,0.3,0.55,0.0,0.0,21.4,10.0,3.48,0.0037,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_thick_pifa_single_element\h8p0_l8p0_w8p0_sw4p0_fence6p0_feed7p55_lim10_lowcost_c0p11_l12p5_native_s_parameters.csv,-1.25666988447139,8.0,False,730,-9.70298161577217,50.0,205.0,215.0,125.0,-5.15254114087498,45.0,320.0,-9.70298161577217,50.0,205.0,False,57,0.11,0.0,0.0,12.5,0.12,0.7,0.34,refreshed,,,,,,,,,,,
h4p5_l9p2_w8p4_sw4p0_fence6p0_feed8p80_c0p25_l5p6,Low-cost L-match sweep around the candidate-43 impedance: slightly lighter series capacitor with the shunt inductor held near the solved 5.6 nH point.,113.77402782440186,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\UWB_CH9_D44_THICK_PIFA_SINGLE_ELEMENT_h4p5_l9p2_w8p4_sw4p0_fence6p0_feed8p80_c0p25_l5p6.aedt,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_thick_pifa_single_element\UWB_CH9_D44_THICK_PIFA_SINGLE_ELEMENT_h4p5_l9p2_w8p4_sw4p0_fence6p0_feed8p80_c0p25_l5p6_params.json,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_thick_pifa_single_element\h4p5_l9p2_w8p4_sw4p0_fence6p0_feed8p80_c0p25_l5p6_native_export.log,h4p5_l9p2_w8p4_sw4p0_fence6p0_feed8p80_c0p25_l5p6,4.5,9.2,8.4,4.0,6.0,True,8.8,0.0,0.3,0.55,0.0,0.0,21.4,8.0,3.48,0.0037,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_thick_pifa_single_element\h4p5_l9p2_w8p4_sw4p0_fence6p0_feed8p80_c0p25_l5p6_native_s_parameters.csv,-9.60804843518246,8.0,False,730,-16.6259813765926,60.0,125.0,195.0,105.0,-10.0052191518279,55.0,195.0,-16.6259813765926,60.0,125.0,False,58,0.25,0.0,0.0,5.6,0.12,0.7,0.34,refreshed,,,,,,,,,,,
h8p0_l9p6_w9p6_feed9p10_lim10_lowcost,Increase the 8 mm PIFA top plate in both axes for physical capacitive loading while keeping the low-cost plated-wall construction.,101.99270629882812,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\UWB_CH9_D44_THICK_PIFA_SINGLE_ELEMENT_h8p0_l9p6_w9p6_feed9p10_lim10_lowcost.aedt,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_thick_pifa_single_element\UWB_CH9_D44_THICK_PIFA_SINGLE_ELEMENT_h8p0_l9p6_w9p6_feed9p10_lim10_lowcost_params.json,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_thick_pifa_single_element\h8p0_l9p6_w9p6_feed9p10_lim10_lowcost_native_export.log,h8p0_l9p6_w9p6_feed9p10_lim10_lowcost,8.0,9.6,9.6,2.4,4.8,True,9.1,0.0,0.3,0.55,0.0,0.0,21.4,10.0,3.48,0.0037,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_thick_pifa_single_element\h8p0_l9p6_w9p6_feed9p10_lim10_lowcost_native_s_parameters.csv,-1.58463020582884,8.0,False,730,-8.72556229033433,70.0,250.0,270.0,180.0,-6.22172190337367,90.0,120.0,-8.72556229033433,70.0,250.0,False,63,0.0,0.0,0.0,0.0,0.12,0.7,0.34,refreshed,,,,,,,,,,,
h8p0_l9p6_w9p6_sw4p0_fence6p8_feed9p05_lim10_lowcost,Reinforced-return version of the larger 8 mm capacitive top plate to recover S11 without adding stamped metal.,98.94208765029907,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\UWB_CH9_D44_THICK_PIFA_SINGLE_ELEMENT_h8p0_l9p6_w9p6_sw4p0_fence6p8_feed9p05_lim10_lowcost.aedt,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_thick_pifa_single_element\UWB_CH9_D44_THICK_PIFA_SINGLE_ELEMENT_h8p0_l9p6_w9p6_sw4p0_fence6p8_feed9p05_lim10_lowcost_params.json,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_thick_pifa_single_element\h8p0_l9p6_w9p6_sw4p0_fence6p8_feed9p05_lim10_lowcost_native_export.log,h8p0_l9p6_w9p6_sw4p0_fence6p8_feed9p05_lim10_lowcost,8.0,9.6,9.6,4.0,6.8,True,9.05,0.0,0.3,0.55,0.0,0.0,21.4,10.0,3.48,0.0037,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_thick_pifa_single_element\h8p0_l9p6_w9p6_sw4p0_fence6p8_feed9p05_lim10_lowcost_native_s_parameters.csv,-1.76414518998621,8.0,False,730,-7.89245862626318,70.0,250.0,275.0,185.0,-4.54472958861505,90.0,120.0,-7.89245862626318,70.0,250.0,True,64,0.0,0.0,0.0,0.0,0.12,0.7,0.34,refreshed,,,,,,,,,,,
h8p0_l10p8_w10p0_feed10p20_lim10_lowcost,Longer 8 mm top plate to pull the inductive input toward resonance while preserving the vertical low-elevation current path.,102.52337956428528,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\UWB_CH9_D44_THICK_PIFA_SINGLE_ELEMENT_h8p0_l10p8_w10p0_feed10p20_lim10_lowcost.aedt,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_thick_pifa_single_element\UWB_CH9_D44_THICK_PIFA_SINGLE_ELEMENT_h8p0_l10p8_w10p0_feed10p20_lim10_lowcost_params.json,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_thick_pifa_single_element\h8p0_l10p8_w10p0_feed10p20_lim10_lowcost_native_export.log,h8p0_l10p8_w10p0_feed10p20_lim10_lowcost,8.0,10.8,10.0,2.4,5.2,True,10.2,0.0,0.3,0.55,0.0,0.0,21.4,10.0,3.48,0.0037,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_thick_pifa_single_element\h8p0_l10p8_w10p0_feed10p20_lim10_lowcost_native_s_parameters.csv,-1.3185377352243,8.0,False,730,-8.52660820131007,65.0,250.0,270.0,180.0,-5.99349041245745,90.0,120.0,-8.52660820131007,65.0,250.0,False,65,0.0,0.0,0.0,0.0,0.12,0.7,0.34,refreshed,,,,,,,,,,,
h8p0_l10p8_w10p0_sw4p0_fence7p2_feed10p15_lim10_lowcost,Stronger short and side plated walls around the longer 8 mm top plate to bracket the S11/gain trade.,99.17819309234619,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\UWB_CH9_D44_THICK_PIFA_SINGLE_ELEMENT_h8p0_l10p8_w10p0_sw4p0_fence7p2_feed10p15_lim10_lowcost.aedt,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_thick_pifa_single_element\UWB_CH9_D44_THICK_PIFA_SINGLE_ELEMENT_h8p0_l10p8_w10p0_sw4p0_fence7p2_feed10p15_lim10_lowcost_params.json,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_thick_pifa_single_element\h8p0_l10p8_w10p0_sw4p0_fence7p2_feed10p15_lim10_lowcost_native_export.log,h8p0_l10p8_w10p0_sw4p0_fence7p2_feed10p15_lim10_lowcost,8.0,10.8,10.0,4.0,7.2,True,10.15,0.0,0.3,0.55,0.0,0.0,21.4,10.0,3.48,0.0037,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_thick_pifa_single_element\h8p0_l10p8_w10p0_sw4p0_fence7p2_feed10p15_lim10_lowcost_native_s_parameters.csv,-2.05255353841955,8.0,False,730,-8.78523002006025,65.0,250.0,275.0,185.0,-5.25459047120166,90.0,120.0,-8.78523002006025,65.0,250.0,False,66,0.0,0.0,0.0,0.0,0.12,0.7,0.34,refreshed,,,,,,,,,,,
h7p2_l10p8_w10p0_sw4p0_fence7p2_feed10p20_lim10_lowcost,Use the same larger capacitive top at 7.2 mm height to improve match while checking whether the low-elevation gain stays above target.,98.476154088974,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\UWB_CH9_D44_THICK_PIFA_SINGLE_ELEMENT_h7p2_l10p8_w10p0_sw4p0_fence7p2_feed10p20_lim10_lowcost.aedt,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_thick_pifa_single_element\UWB_CH9_D44_THICK_PIFA_SINGLE_ELEMENT_h7p2_l10p8_w10p0_sw4p0_fence7p2_feed10p20_lim10_lowcost_params.json,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_thick_pifa_single_element\h7p2_l10p8_w10p0_sw4p0_fence7p2_feed10p20_lim10_lowcost_native_export.log,h7p2_l10p8_w10p0_sw4p0_fence7p2_feed10p20_lim10_lowcost,7.2,10.8,10.0,4.0,7.2,True,10.2,0.0,0.3,0.55,0.0,0.0,21.4,10.0,3.48,0.0037,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_thick_pifa_single_element\h7p2_l10p8_w10p0_sw4p0_fence7p2_feed10p20_lim10_lowcost_native_s_parameters.csv,-2.71325861280551,8.0,False,730,-8.02689423848,65.0,255.0,275.0,185.0,-5.81114938073229,90.0,115.0,-8.02689423848,65.0,255.0,False,67,0.0,0.0,0.0,0.0,0.12,0.7,0.34,refreshed,,,,,,,,,,,
